date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:16:32	48370/48370	---M--	200	added ('OK')	image/jpeg	etag:%220d0976769306215dda53622ce5cd90da%22	https://s3-eu-west-1.amazonaws.com/static.playcanvas.com/images/bcg_primary.jpg	C:/My%20Web%20Sites/swooop/s3-eu-west-1.amazonaws.com/static.playcanvas.com/images/bcg_primary.jpg	(from https://playcanvas.com/static/platform/css/styles.css)
19:16:32	1499/1499	---M--	200	added ('OK')	image/png	etag:%22cb64b3814718f1d55a4e64b30b7c7d32%22	https://s3-eu-west-1.amazonaws.com/static.playcanvas.com/platform/images/frontpage/orange_arrow.png	C:/My%20Web%20Sites/swooop/s3-eu-west-1.amazonaws.com/static.playcanvas.com/platform/images/frontpage/orange_arrow.png	(from https://playcanvas.com/static/platform/css/new_styles.css)
19:16:33	125/125	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Nov%202016%2003:16:30%20GMT	https://js.stripe.com/robots.txt		(from https://playcanvas.com/)
19:16:38	3031/3031	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Nov%202016%2003:16:35%20GMT	https://playcanvas.com/No%20suitable%20transport%20protocol%20for%20Stripe.js	C:/My%20Web%20Sites/swooop/playcanvas.com/No%20suitable%20transport%20protocol%20for%20Stripe.js	(from https://js.stripe.com/v2/)
19:16:39	154/154	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2010%20Nov%202016%2003:16:36%20GMT	https://playcanvas.com/$1/	C:/My%20Web%20Sites/swooop/playcanvas.com/$1/index.html	(from https://js.stripe.com/v2/)
19:16:39	154/154	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2010%20Nov%202016%2003:16:36%20GMT	https://playcanvas.com/AppleWebKit/	C:/My%20Web%20Sites/swooop/playcanvas.com/AppleWebKit/index.html	(from https://js.stripe.com/v2/)
19:16:40	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2010%20Nov%202016%2003:16:36%20GMT	https://s3-eu-west-1.amazonaws.com/robots.txt		(from https://playcanvas.com/static/platform/css/styles.css)
19:16:44	342/342	---M--	401	error ('Unauthorized')	application/json	date:Thu,%2010%20Nov%202016%2003:16:40%20GMT	https://api.stripe.com/robots.txt		(from https://js.stripe.com/v2/)
19:16:44	342/342	---M--	401	error ('Unauthorized')	application/json	date:Thu,%2010%20Nov%202016%2003:16:35%20GMT	https://api.stripe.com/v1	C:/My%20Web%20Sites/swooop/api.stripe.com/v1.4d.delayed	(from https://js.stripe.com/v2/)
19:16:44	154/154	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2010%20Nov%202016%2003:16:41%20GMT	http://playcanvas.com/$1	C:/My%20Web%20Sites/swooop/playcanvas.com/$1.50.delayed	(from https://playcanvas.com/$1/)
19:16:44	1427/1427	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2010%20Nov%202016%2003:16:41%20GMT	https://playcanvas.com/$1	C:/My%20Web%20Sites/swooop/playcanvas.com/$1	(from https://playcanvas.com/$1/)
19:16:45	154/154	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2010%20Nov%202016%2003:16:42%20GMT	http://playcanvas.com/AppleWebKit	C:/My%20Web%20Sites/swooop/playcanvas.com/AppleWebKit	(from https://playcanvas.com/AppleWebKit/)
19:16:45	1427/1427	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2010%20Nov%202016%2003:16:42%20GMT	https://playcanvas.com/AppleWebKit	C:/My%20Web%20Sites/swooop/playcanvas.com/AppleWebKit	(from https://playcanvas.com/AppleWebKit/)
19:16:46	2914/2914	---M--	200	added ('OK')	text/plain	etag:%22b62-53bedbe16b380%22	http://www.w3.org/robots.txt		(from https://s3-eu-west-1.amazonaws.com/static.playcanvas.com/fonts/uifont-solid.svg)
19:16:46	1503/1503	---M--	200	added ('OK')	text/html	etag:%225df-52e5b399c4ec0;5288c1fa623e0%22	http://www.w3.org/2000/svg	C:/My%20Web%20Sites/swooop/www.w3.org/2000/svg.4f.delayed	(from https://s3-eu-west-1.amazonaws.com/static.playcanvas.com/fonts/uifont-solid.svg)
